번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191228,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191229,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191230,SK에너지,셀프,1802,1657,1495,0
A0006039,서울 강남구,(주)동하힐탑셀프주유소,서울 강남구 논현로 640,20191231,SK에너지,셀프,1802,1657,1495,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190701,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190702,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190703,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190704,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190705,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190706,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190707,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190708,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190709,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190710,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190711,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190712,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190713,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190714,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190715,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190716,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190717,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190718,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190719,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190720,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190721,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190722,GS칼텍스,일반,2289,1999,1869,0
A0000525,서울 강남구,(주)만정에너지,서울 강남구 봉은사로 433 (삼성동),20190723,GS칼텍스,일반,2289,1999,1869,0
